Journal Name,Publisher,Initial Link,ISSN,APC,Quartile,Scopus Status,Review Time
Japanese Journal of Clinical Oncology,The Japanese Society for Lymphoreticular Tissue Research,https://academic.oup.com/jjco/subscribe,1880-9952,Has APC (See https://www.jsltr.org/eng/POST-ACCEPTANCE%20AND%20TECHNICAL%20INFORMATION.html),Not Available,Not Available,Not Available
Photodiagnosis and Photodynamic Therapy,"Non-profit partnership for development of domestic photodynamic therapy and photodiagnosis ""Russian Photodynamic Association""",https://www.elsevier.com/journals/photodiagnosis-and-photodynamic-therapy/1572-1000/open-access-options,2413-9432,No APC (DOAJ),Q2,Indexed,10 weeks
Seminars in Oncology Nursing,Not Available,https://www.elsevier.com/journals/seminars-in-oncology-nursing/0749-2081/open-access-options,Not Available,Unknown,Not Available,Not Available,Not Available
JCO Oncology Practice,Not Available,https://ascopubs.org/op/authors/open-access,Not Available,Unknown,Not Available,Not Available,Not Available
Practical Radiation Oncology,Elsevier Inc.,https://www.elsevier.com/journals/practical-radiation-oncology/1879-8500/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Molecular Medicine Reports,Elsevier,https://www.spandidos-publications.com/pages/mmr/info_for_authors,2214-4269,Has APC (See https://www.sciencedirect.com/journal/molecular-genetics-and-metabolism-reports/publish/open-access-options),Q2,Indexed,Not Available
Cancer Chemotherapy and Pharmacology,Not Available,https://www.springer.com/journal/280/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Not Available,Not Available,Not Available
Melanoma Research,Lippincott Williams and Wilkins,https://journals.lww.com/melanomaresearch/_layouts/15/1033/oaks.journals/subscriptionservices.aspx,Not Available,Unknown,Q2,Indexed,Not Available
Indian Journal of Ophthalmology,Wolters Kluwer Medknow Publications,https://journals.lww.com/ijo/Pages/informationforauthors.aspx,"0301-4738, 1998-3689",Free (MU Directory),Q2,Indexed,25 weeks
Molecular Vision,Molecular Vision,http://www.molvis.org/molvis/,Not Available,Unknown,Q2,Indexed,12 weeks
Journal of Glaucoma,Elsevier,https://journals.lww.com/glaucomajournal/_layouts/15/1033/oaks.journals/subscriptionservices.aspx,2162-0989,Has APC (See https://www.sciencedirect.com/journal/asia-pacific-journal-of-ophthalmology/publish/open-access-options),Not Available,Not Available,Not Available
Japanese Journal of Ophthalmology,Springer,https://www.springer.com/journal/10384,Not Available,Unknown,Q2,Indexed,Not Available
International Ophthalmology,SpringerOpen,https://www.springer.com/journal/10792/how-to-publish-with-us#Fees%20and%20Funding,1869-5760,Has APC (See https://joii-journal.springeropen.com/about),Not Available,Not Available,Not Available
Ophthalmic Plastic and Reconstructive Surgery,Lippincott Williams and Wilkins Ltd.,https://journals.lww.com/op-rs/_layouts/15/1033/oaks.journals/subscriptionservices.aspx,Not Available,Unknown,Q2,Indexed,Not Available
Foot and Ankle Clinics,W.B. Saunders,https://www.journals.elsevier.com/foot-and-ankle-clinics,Not Available,Unknown,Q1,Indexed,Not Available
Prosthetics and Orthotics International,Lippincott Williams and Wilkins,https://journals.sagepub.com/author-instructions/poi,Not Available,Unknown,Q2,Indexed,Not Available
American Journal of Rhinology & Allergy,Elsevier,https://journals.sagepub.com/author-instructions/AJR,"0196-0709, 1532-818X",Has APC (See https://www.sciencedirect.com/journal/american-journal-of-otolaryngology/publish/open-access-options),Not Available,Likely Indexed,Not Available
Otolaryngologic Clinics of North America,W.B. Saunders,https://www.elsevier.com/journals/otolaryngologic-clinics-of-north-america/0030-6665/subscribe?subscriptiontype=institutional,Not Available,Unknown,Q2,Indexed,Not Available
Current Opinion in Otolaryngology & Head and Neck Surgery,"Lippincott Williams & Wilkins Ltd. CURRENT OPINION IN OTOLARYNGOLOGY & HEAD AND NECK SURGERYE-ISSN: 1531-6998Publisher: LIPPINCOTT WILLIAMS & WILKINS HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECKE-ISSN: 1097-0347Publisher: WILEY ORL-head and neck nursing : official journal of the Society of Otorhinolaryngology and Head-Neck NursesE-ISSN: Publisher: Health Information Publications, Inc. American Journal of Otolaryngology - Head and Neck Medicine and SurgeryE-ISSN: 1532818XPublisher: W. B. Saunders Co., Ltd. Indian Journal of Otolaryngology and Head and Neck SurgeryE-ISSN: 9737707Publisher: Springer Nature Switzerland AG OTOLARYNGOLOGY-HEAD AND NECK SURGERYE-ISSN: 1097-6817Publisher: WILEY INDIAN JOURNAL OF OTOLARYNGOLOGY AND HEAD & NECK SURGERYE-ISSN: 0973-7707Publisher: SPRINGER INDIA Philippine Journal of Otolaryngology Head and Neck SurgeryE-ISSN: 2094-1501Publisher: Philippine Society of Otolaryngology-Head and Neck Surgery, Inc. Journal of Otolaryngology - Head and Neck SurgeryE-ISSN: 1916-0216Publisher: BMC Bengal Journal of Otolaryngology and Head Neck SurgeryE-ISSN: 2395-2407Publisher: The Association of Otolaryngologists of India, West Bengal Archives of Otolaryngology - Head and Neck SurgeryE-ISSN: Publisher: American Medical Association JAMA Otolaryngology - Head and Neck SurgeryE-ISSN: 2168619XPublisher: American Medical Association Journal of Otolaryngology - Head and Neck SurgeryE-ISSN: Publisher: BioMed Central Operative Techniques in Otolaryngology - Head and Neck SurgeryE-ISSN: Publisher: W. B. Saunders Co., Ltd.Not getting the journal you are searching for? So it most likely not indexed in Scopus, WOS, PubMed, DOAJ, UGC CARE. You might also try: Enter the correct title.Check the spelling of the wordsMake sure you have added spaces between words",https://journals.lww.com/co-otolaryngology/_layouts/15/1033/oaks.journals/subscriptionservices.aspx,Not Available,Unknown,Not Available,Likely Indexed,Not Available
Acta Cytologica,S. Karger AG,https://www.karger.com/Journal/Guidelines/254338#sec62,Not Available,Unknown,Q2,Indexed,Not Available
Folia Neuropathologica,Termedia Publishing House,https://www.termedia.pl/Journal/Folia_Neuropathologica-20/Subscribe,"1641-4640, 1509-572X",Has APC (See https://www.termedia.pl/Journal/Folia_Neuropathologica-20/For-authors),Not Available,Not Available,Not Available
Annals of Diagnostic Pathology,W.B. Saunders,https://www.elsevier.com/journals/annals-of-diagnostic-pathology/1092-9134/open-access-options,Not Available,Unknown,Q2,Indexed,Not Available
Medical Molecular Morphology,Springer,https://www.springer.com/journal/795/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Q3,Indexed,Not Available
Harvard Review of Psychiatry,Lippincott Williams and Wilkins Ltd.,https://journals.lww.com/hrpjournal/_layouts/15/1033/oaks.journals/subscriptionservices.aspx,Not Available,Unknown,Q2,Indexed,Not Available
Psychosomatic Medicine,Lippincott Williams and Wilkins,https://journals.lww.com/psychosomaticmedicine/_layouts/15/1033/oaks.journals/subscriptionservices.aspx,Not Available,Unknown,Q2,Indexed,Not Available
Psychopathology,S. Karger AG,https://www.karger.com/Journal/SubscriptionRates/224276,Not Available,Unknown,Q2,Indexed,Not Available
Current Sports Medicine Reports,Lippincott Williams and Wilkins Ltd.,https://edmgr.ovid.com/csmr/accounts/ifauth.htm,Not Available,Unknown,Q2,Indexed,Not Available
Sports Medicine and Arthroscopy Review,Lippincott Williams and Wilkins Ltd.,https://www.wolterskluwer.com/en/solutions/lippincott-journals/lippincott-open-access/publish,Not Available,Unknown,Q1,Indexed,Not Available
Pediatric Exercise Science,Human Kinetics Publishers Inc.,https://journals.humankinetics.com/view/journals/pes/pes-overview.xml?tab_body=author-guidelines,Not Available,Unknown,Q2,Indexed,Not Available
Journal of Sport Rehabilitation,Human Kinetics Publishers Inc.,https://journals.humankinetics.com/view/journals/jsr/jsr-overview.xml?tab_body=author-guidelines,Not Available,Unknown,Q2,Indexed,Not Available
Clinics in Sports Medicine,W.B. Saunders,https://www.journals.elsevier.com/clinics-in-sports-medicine,Not Available,Unknown,Q2,Indexed,Not Available
Revista da Sociedade Brasileira de Medicina Tropical,Sociedade Brasileira de Medicina Tropical (SBMT),https://www.scielo.br/journal/rsbmt/about/#about,"0037-8682, 1678-9849",No APC (DOAJ),Q2,Indexed,8 weeks
Transactions of The Royal Society of Tropical Medicine and Hygiene,Oxford University Press,https://academic.oup.com/trstmh/pages/General_Instructions#Open%20Access%20Option%20for%20Authors,Not Available,Unknown,Q2,Indexed,Not Available
Urology,Society of Surgeons of Nepal,https://www.elsevier.com/journals/urology/0090-4295/open-access-options,"1815-3984, 2392-4772",No APC (DOAJ),Q2,Indexed,Not Available
Nutrition Bulletin,The National Nutrition Institute,https://onlinelibrary.wiley.com/page/journal/14673010/homepage/fundedaccess.html,"1110-0974, 2537-0987",Has APC (See https://bnni.journals.ekb.eg/journal/authors.note),Q2,Indexed,Not Available
Journal of Nutrition Education and Behavior,MDPI AG,https://www.elsevier.com/journals/journal-of-nutrition-education-and-behavior/1499-4046/open-access-options,2674-0311,Has APC (See https://www.mdpi.com/journal/dietetics/apc),Q2,Indexed,Not Available
Journal of the American Nutrition Association,Routledge,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=uacn21#open-access,Not Available,Unknown,Q2,Indexed,Not Available
Nutritional Neuroscience,Taylor and Francis Ltd.,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ynns20#open-access,Not Available,Unknown,Q1,Indexed,Not Available
Experimental and Clinical Psychopharmacology,American Psychological Association,https://www.apa.org/pubs/journals/pha/pricing,Not Available,Unknown,Q1,Indexed,Not Available
Journal of Attention Disorders,Allameh Tabataba'i University Press,https://journals.sagepub.com/author-instructions/JAD,"2252-0031, 2476-647X",No APC (DOAJ),Q1,Indexed,Not Available
Journal of Clinical Psychopharmacology,Lippincott Williams and Wilkins Ltd.,https://journals.lww.com/psychopharmacology/_layouts/15/1033/oaks.journals/subscriptionservices.aspx,Not Available,Unknown,Q2,Indexed,Not Available
Journal of Child and Adolescent Psychopharmacology,Tehran University of Medical Sciences,https://ecommerce.liebertpub.com/personal-pricing/cap/prices,"1735-4587, 2008-2215",Has APC (See https://ijps.tums.ac.ir/index.php/ijps/publication_fee),Q2,Indexed,Not Available
Rivista di Psichiatria,Il Pensiero Scientifico Editore s.r.l.,https://pensiero.it/catalogo/riviste/rivista-di-psichiatria,Not Available,Unknown,Q3,Indexed,Not Available
Eating Disorders,BMC,https://www.tandfonline.com/pricing/journal/uedi20,2050-2974,Has APC (See https://jeatdisord.biomedcentral.com/about),Q1,Indexed,Not Available
Aging & Mental Health,Elsevier,https://www.tandfonline.com/pricing/journal/camh20,1760-4788,Has APC (See https://www.sciencedirect.com/journal/the-journal-of-nutrition-health-and-aging/publish/open-access-options),Not Available,Likely Indexed,Not Available
Behavioral Sleep Medicine,Routledge,https://www.tandfonline.com/pricing/journal/hbsm20,Not Available,Unknown,Q2,Indexed,Not Available
Clinical Gerontologist,Routledge,https://www.tandfonline.com/pricing/journal/wcli20,Not Available,Unknown,Q1,Indexed,Not Available
Scandinavian Journal Of Public Health,Scandinavian University Press,https://journals.sagepub.com/home/sjp,"1503-5034, 2703-9609",No APC (DOAJ),Q1,Indexed,Not Available
Medical Care,SpringerOpen,https://journals.lww.com/lww-medicalcare/pages/default.aspx,2110-5820,Has APC (See https://annalsofintensivecare.springeropen.com/about),Q1,Indexed,Not Available
Journal Of Developmental Origins Of Health And Disease,Cambridge University Press,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease,Not Available,Unknown,Q2,Indexed,Not Available
International Archives Of Occupational And Environmental Health,Springer Science and Business Media Deutschland GmbH,https://www.springer.com/journal/420,Not Available,Unknown,Q1,Indexed,Not Available
Annals Of Work Exposures And Health,Oxford University Press,https://academic.oup.com/annweh,Not Available,Unknown,Q2,Indexed,Not Available
Rural And Remote Health,James Cook University,https://www.rrh.org.au/,1445-6354,No APC (DOAJ),Q1,Indexed,8 weeks
Ethnicity & Health,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD ETHNICITY & HEALTHE-ISSN: 1465-3419Publisher: ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD Ethnicity and HealthE-ISSN: 14653419Publisher: Carfax Publishing Ltd. Ethnicity and Inequalities in Health and Social CareE-ISSN: 20428367Publisher: Emerald Group Publishing Ltd. ETHNICITY & DISEASEE-ISSN: 1945-0826Publisher: ETHNICITY & DISEASE, INC JOURNAL OF ETHNICITY IN SUBSTANCE ABUSEE-ISSN: 1533-2659Publisher: ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD JOURNAL OF ETHNICITY IN SUBSTANCE ABUSEE-ISSN: 1533-2659Publisher: ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD NATIONALITIES PAPERS-THE JOURNAL OF NATIONALISM AND ETHNICITYE-ISSN: 1465-3923Publisher: CAMBRIDGE UNIV PRESS RACE ETHNICITY AND EDUCATIONE-ISSN: 1470-109XPublisher: ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD SOCIOLOGY OF RACE AND ETHNICITYE-ISSN: 2332-6506Publisher: SAGE PUBLICATIONS INC ASIAN ETHNICITYE-ISSN: 1469-2953Publisher: ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD JOURNAL OF ETHNICITY IN CRIMINAL JUSTICEE-ISSN: 1537-7946Publisher: ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD STUDIES IN ETHNICITY AND NATIONALISME-ISSN: 1754-9469Publisher: WILEY Journal Committed to Social Change on Race and EthnicityE-ISSN: 2642-2387Publisher: University of Oklahoma Libraries Advances in Race and Ethnicity in EducationE-ISSN: 20512325Publisher: Emerald Group Publishing Ltd.Not getting the journal you are searching for? So it most likely not indexed in Scopus, WOS, PubMed, DOAJ, UGC CARE. You might also try: Enter the correct title.Check the spelling of the wordsMake sure you have added spaces between words",https://www.tandfonline.com/toc/ceth20/current,Not Available,Unknown,Not Available,Likely Indexed,Not Available
Industrial Health,"Islamic Azad University, Isfahan",https://www.jniosh.johas.go.jp/en/indu_hel/,"2676-3303, 2676-5128",Has APC (See https://sanad.iau.ir/en/Journal/jsrp/Page/authors),Q2,Indexed,Not Available
Medicc Review,MEDICC Medical Education Cooperation with Cuba,http://mediccreview.org/,Not Available,Unknown,Q3,Indexed,Not Available
International Journal Of Technology Assessment In Health Care,Cambridge University Press,https://www.cambridge.org/core/journals/international-journal-of-technology-assessment-in-health-care,Not Available,Unknown,Q2,Indexed,Not Available
Journal Of Occupational And Environmental Medicine,Sciendo,https://journals.lww.com/joem/pages/default.aspx,1848-6312,Free (MU Directory),Not Available,Not Available,Not Available
Asia-Pacific Journal Of Public Health,ACHSM,https://us.sagepub.com/en-us/nam/journal-author-gateway?utm_source=journals.sagepub.com&utm_medium=referral&utm_campaign=journalauthorgateway&utm_content=header&_gl=1%2A10o6ad2%2A_ga%2AMjA4MDA2MTMyNy4xNjE0MjUxMjMz%2A_ga_60R758KFDG%2AMTYyMjEwMzg3MC45MC4wLjE2MjIxMDQwNTAuMA..,"1833-3818, 2204-3136",No APC (DOAJ),Q3,Indexed,Not Available
International Journal Of Radiation Biology,Informa Healthcare,https://www.tandfonline.com/toc/irab20/current,Not Available,Unknown,Q2,Indexed,Not Available
Clinical Neuroradiology,"NAMS of Ukraine, State Organization ""Scientific-Practical Center of Endovascular Neuroradiology, Non-Governmental Organization “All Ukrainian Association of Endovascular Neuroradiology, Shupyk National Healthcare University of Ukraine",https://www.springer.com/journal/62,"2786-4855, 2786-4863",Has APC (See https://enj.org.ua/index.php/journal/about/submissions),Q1,Indexed,Not Available
Magnetic Resonance Imaging,Turkish Society of Magnetic Resonance,https://www.sciencedirect.com/journal/magnetic-resonance-imaging,2822-2318,No APC (DOAJ),Q2,Indexed,Not Available
Pediatric Radiology,"ISSN: 14321998, 03010449 Journal Scope: Medicine",https://www.springer.com/journal/247,Not Available,Unknown,Q1,Indexed,Not Available
